Thickness,BedTop,GS,SectName,SectLoc,UTM_E,UTM_N,BedNumber,Reservoir,Amalg,PlanarLaminations,RippleLaminations,CrossBedding,ClimbingRipples,NestedScourfills,RipUpClasts,DishStructures,WavyLaminations,ImbricatedClasts,Facies,FaciesBlockNum,Element,ElementBlockNum,ElementSet,ElementSetBlockNum,BedThick,BedMeanGS,BedMaxGS,FaciesThick,FaciesMeanGS,FaciesNetGross,ElementThick,ElementMeanGS,ElementSetThick,ElementSetMeanGS,ElementSetNetGross
38.24,0,0.174270331,MaudBay,NWMayneIsland,478545,5413334,130,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.25,0,0.174270331,MaudBay,NWMayneIsland,478545,5413334,130,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.26,0,0.174270331,MaudBay,NWMayneIsland,478545,5413334,130,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.27,1,0.174270331,MaudBay,NWMayneIsland,478545,5413334,130,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,0.04,0.174270331,0.174270331,,,,,,,,
38.28,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.29,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.3,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.31,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.32,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.33,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.34,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.35,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.36,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.37,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.38,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.39,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.4,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.41,0,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.42,1,0.032880809,MaudBay,NWMayneIsland,478545,5413334,131,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,0.15,0.032880809,0.032880809,,,,,,,,
38.43,0,0.215800717,MaudBay,NWMayneIsland,478545,5413334,132,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.44,0,0.20088482,MaudBay,NWMayneIsland,478545,5413334,132,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.45,0,0.185968923,MaudBay,NWMayneIsland,478545,5413334,132,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.46,0,0.17544019,MaudBay,NWMayneIsland,478545,5413334,132,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.47,0,0.164911457,MaudBay,NWMayneIsland,478545,5413334,132,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.48,0,0.164911457,MaudBay,NWMayneIsland,478545,5413334,132,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.49,0,0.164911457,MaudBay,NWMayneIsland,478545,5413334,132,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.5,1,0.164911457,MaudBay,NWMayneIsland,478545,5413334,132,1,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,0.08,0.179717559,0.215800717,,,,,,,,
38.51,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.52,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.53,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.54,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.55,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.56,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.57,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.58,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.59,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.6,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.61,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.62,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.63,0,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,,,,,,,,,,,
38.64,1,0.035485965,MaudBay,NWMayneIsland,478545,5413334,133,0,0,,,,,,,,,,ThinBeddedHeterolithic,15,PondedFill,3,NA,,0.14,0.035485965,0.035485965,1.01,0.070691305,0.247524752,13.07,0.319603358,,,
38.65,0,4.32127363,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.66,0,4.32127363,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.67,0,4.32127363,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.68,0,4.32127363,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.69,0,4.32127363,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.7,0,4.32127363,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.71,0,4.32127363,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.72,0,4.32127363,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.73,0,4.32127363,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.74,0,4.251193421,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.75,0,4.181113212,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.76,0,4.111033003,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.77,0,4.040952795,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.78,0,3.970872586,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.79,0,3.900792377,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.8,0,3.830712168,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.81,0,3.760631959,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.82,0,3.69055175,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.83,0,3.620471541,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.84,0,3.550391332,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.85,0,3.480311123,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.86,0,3.410230914,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.87,0,3.340150705,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.88,0,3.270070496,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.89,0,3.199990287,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.9,0,3.129910079,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.91,0,3.05982987,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.92,0,2.989749661,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.93,0,2.919669452,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.94,0,2.896067587,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.95,0,2.872465721,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.96,0,2.848863856,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.97,0,2.825261991,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.98,0,2.801660126,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
38.99,0,2.77805826,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39,0,2.754456395,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.01,0,2.73085453,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.02,0,2.707252665,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.03,0,2.683650799,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.04,0,2.660048934,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.05,0,2.636447069,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.06,0,2.612845204,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.07,0,2.589243338,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.08,0,2.565641473,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.09,0,2.542039608,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.1,0,2.518437743,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.11,0,2.471830018,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.12,0,2.425222294,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.13,0,2.378614569,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.14,0,2.332006845,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.15,0,2.28539912,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.16,0,2.238791396,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.17,0,2.192183671,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.18,0,2.145575947,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.19,0,2.098968222,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.2,0,2.052360497,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.21,0,2.005752773,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.22,0,1.959145048,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.23,0,1.912537324,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.24,0,1.865929599,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.25,0,1.819321875,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.26,0,1.77271415,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.27,0,1.726106426,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.28,0,1.679498701,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.29,0,1.654481706,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.3,0,1.62946471,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.31,0,1.604447714,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.32,0,1.579430718,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.33,0,1.554413722,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.34,0,1.529396727,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.35,0,1.504379731,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.36,0,1.479362735,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.37,0,1.454345739,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.38,0,1.429328744,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.39,0,1.404311748,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.4,0,1.379294752,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.41,0,1.354277756,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.42,0,1.329260761,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.43,0,1.304243765,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.44,0,1.279226769,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.45,0,1.254209773,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.46,0,1.229192778,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.47,0,1.204175782,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.48,0,1.179158786,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.49,0,1.15414179,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.5,0,1.129124795,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.51,0,1.104107799,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.52,0,1.079090803,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.53,0,1.042586105,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.54,0,1.006081407,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.55,0,0.969576708,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.56,0,0.93307201,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.57,0,0.896567312,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.58,0,0.860062613,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.59,0,0.823557915,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.6,0,0.787053217,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.61,0,0.750548518,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.62,0,0.71404382,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.63,0,0.677539122,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.64,0,0.641034423,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.65,0,0.604529725,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.66,0,0.596018749,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,DishStructures,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.67,0,0.587507773,MaudBay,NWMayneIsland,478545,5413334,134,1,0,,,,,,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.68,0,0.578996798,MaudBay,NWMayneIsland,478545,5413334,134,1,0,PlanarLaminations,,,,,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.69,0,0.570485822,MaudBay,NWMayneIsland,478545,5413334,134,1,0,PlanarLaminations,,,,,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.7,0,0.561974846,MaudBay,NWMayneIsland,478545,5413334,134,1,0,PlanarLaminations,,,,,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.71,0,0.55346387,MaudBay,NWMayneIsland,478545,5413334,134,1,0,PlanarLaminations,,,,,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.72,0,0.544952894,MaudBay,NWMayneIsland,478545,5413334,134,1,0,PlanarLaminations,,,,,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.73,0,0.536441919,MaudBay,NWMayneIsland,478545,5413334,134,1,0,PlanarLaminations,,,,,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
39.74,0,0.527930943,MaudBay,NWMayneIsland,478545,5413334,134,1,0,PlanarLaminations,,,,,,,,,AmalgSandstone,18,ChannelFIll,2,NA,,,,,,,,,,,,
